invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall,year,month,day_of_week,day_of_week_num,age_group,year_month
I326362,C143240,Female,47,Clothing,2180.59,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I267322,C335733,Female,24,Souvenir,121.7,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,18-25,2022-11
I163135,C253242,Female,46,Clothing,1846.74,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,36-50,2022-11
I280959,C271075,Female,40,Food & Beverage,116.45,Cash,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,36-50,2022-11
I165981,C219705,Male,40,Clothing,1134.83,Credit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,36-50,2022-11
I288826,C208332,Female,68,Cosmetics,338.81,Credit Card,2022-11-22,Forum Istanbul,2022,11,Tuesday,1,50+,2022-11
I297657,C286581,Female,57,Souvenir,187.36,Cash,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,50+,2022-11
I100550,C123577,Female,38,Souvenir,89.69,Cash,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,36-50,2022-11
I225666,C100444,Male,66,Cosmetics,933.03,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I277368,C114312,Female,32,Food & Beverage,105.36,Cash,2022-11-22,Metropol AVM,2022,11,Tuesday,1,26-35,2022-11
I902210,C168225,Male,20,Souvenir,149.56,Debit Card,2022-11-22,Zorlu Center,2022,11,Tuesday,1,18-25,2022-11
I178424,C156748,Female,57,Toys,684.85,Credit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,50+,2022-11
I840238,C296693,Female,63,Cosmetics,534.4,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I117653,C116442,Female,23,Books,427.12,Credit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,18-25,2022-11
I185608,C301952,Female,28,Clothing,2532.57,Debit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,26-35,2022-11
I156765,C267721,Male,28,Cosmetics,393.89,Debit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,26-35,2022-11
I212793,C277603,Male,36,Toys,212.84,Debit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,36-50,2022-11
I167354,C225462,Male,62,Toys,213.99,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I203183,C146064,Female,37,Toys,477.72,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I299870,C390799,Female,62,Shoes,1163.05,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,50+,2022-11
I314894,C795539,Male,27,Shoes,1812.03,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,26-35,2022-11
I860924,C192723,Female,22,Clothing,2600.49,Credit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,18-25,2022-11
I238854,C700792,Female,65,Souvenir,195.72,Credit Card,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,50+,2022-11
I153666,C242011,Male,20,Cosmetics,269.0,Credit Card,2022-11-22,Forum Istanbul,2022,11,Tuesday,1,18-25,2022-11
I222501,C471465,Male,57,Clothing,2986.96,Cash,2022-11-22,Metropol AVM,2022,11,Tuesday,1,50+,2022-11
I226573,C902200,Female,46,Toys,245.1,Cash,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,36-50,2022-11
I142008,C514998,Male,33,Clothing,1003.38,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,26-35,2022-11
I317860,C149441,Male,37,Shoes,2300.87,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I268202,C270610,Female,22,Food & Beverage,116.67,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,18-25,2022-11
I178847,C803010,Male,38,Toys,366.13,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,36-50,2022-11
I641320,C306615,Male,66,Clothing,1645.85,Debit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I445033,C285092,Female,51,Technology,596.52,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,50+,2022-11
I158860,C151126,Male,55,Shoes,2084.06,Debit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I203949,C235555,Female,58,Food & Beverage,52.28,Credit Card,2022-11-22,Zorlu Center,2022,11,Tuesday,1,50+,2022-11
I183170,C513532,Female,37,Clothing,1245.36,Cash,2022-11-22,Metrocity,2022,11,Tuesday,1,36-50,2022-11
I242887,C191744,Female,68,Cosmetics,161.96,Credit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,50+,2022-11
I195456,C251711,Male,64,Clothing,1733.16,Credit Card,2022-11-22,Zorlu Center,2022,11,Tuesday,1,50+,2022-11
I247166,C326353,Female,23,Books,342.08,Credit Card,2022-11-22,Viaport Outlet,2022,11,Tuesday,1,18-25,2022-11
I232942,C137248,Male,46,Toys,435.84,Debit Card,2022-11-22,Viaport Outlet,2022,11,Tuesday,1,36-50,2022-11
I314687,C532383,Male,38,Cosmetics,469.78,Cash,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,36-50,2022-11
I504775,C251255,Female,55,Clothing,1685.21,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,50+,2022-11
I800286,C224339,Female,44,Food & Beverage,136.07,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I231228,C278090,Female,58,Technology,1723.3,Debit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,50+,2022-11
I169954,C130264,Male,43,Shoes,2045.55,Credit Card,2022-11-22,Metropol AVM,2022,11,Tuesday,1,36-50,2022-11
I310410,C799636,Female,27,Clothing,2547.48,Credit Card,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,26-35,2022-11
I690685,C101238,Female,22,Books,152.93,Credit Card,2022-11-22,Zorlu Center,2022,11,Tuesday,1,18-25,2022-11
I221710,C262260,Female,38,Cosmetics,583.52,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I716477,C158301,Male,22,Clothing,1106.35,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,18-25,2022-11
I150850,C341648,Female,22,Clothing,2362.7,Cash,2022-11-22,Forum Istanbul,2022,11,Tuesday,1,18-25,2022-11
I797585,C168309,Female,28,Clothing,2196.81,Cash,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,26-35,2022-11
I317551,C279089,Female,57,Clothing,1554.74,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I106281,C162511,Male,32,Food & Beverage,128.98,Credit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,26-35,2022-11
I256800,C705615,Male,57,Clothing,1171.25,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I132694,C238158,Female,36,Food & Beverage,112.49,Debit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I471300,C225413,Male,54,Toys,772.74,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I165685,C438561,Male,69,Books,264.9,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I189022,C257837,Female,51,Food & Beverage,103.63,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I304091,C831561,Female,54,Clothing,1433.08,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I294988,C268574,Male,24,Clothing,1185.39,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,18-25,2022-11
I301979,C721560,Male,36,Clothing,2487.12,Credit Card,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,36-50,2022-11
I339069,C237715,Male,48,Clothing,1160.76,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I257753,C330114,Male,54,Toys,465.25,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I231911,C438802,Female,22,Clothing,2856.32,Cash,2022-11-22,Istinye Park,2022,11,Tuesday,1,18-25,2022-11
I226021,C316672,Female,55,Shoes,2120.85,Cash,2022-11-22,Metrocity,2022,11,Tuesday,1,50+,2022-11
I840427,C991333,Male,54,Clothing,2929.18,Credit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I188603,C468722,Female,25,Books,263.99,Credit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,18-25,2022-11
I138509,C121647,Male,67,Cosmetics,443.89,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I190417,C742676,Female,30,Books,281.19,Cash,2022-11-22,Metrocity,2022,11,Tuesday,1,26-35,2022-11
I557858,C212594,Female,49,Cosmetics,354.99,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,36-50,2022-11
I209564,C147532,Male,36,Cosmetics,363.72,Cash,2022-11-22,Metropol AVM,2022,11,Tuesday,1,36-50,2022-11
I791107,C170112,Female,33,Clothing,1905.47,Credit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,26-35,2022-11
I178514,C136004,Female,34,Food & Beverage,95.98,Debit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,26-35,2022-11
I223070,C110356,Female,65,Clothing,2185.44,Credit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,50+,2022-11
I294051,C207500,Male,51,Cosmetics,152.25,Credit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,50+,2022-11
I107677,C135549,Male,63,Books,272.91,Debit Card,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,50+,2022-11
I255051,C338755,Female,67,Food & Beverage,95.82,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I295402,C165301,Male,60,Shoes,1924.21,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I310330,C299008,Male,54,Food & Beverage,143.57,Cash,2022-11-22,Zorlu Center,2022,11,Tuesday,1,50+,2022-11
I224026,C269745,Male,44,Souvenir,255.59,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I522142,C338483,Female,62,Cosmetics,451.8,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I314968,C926045,Female,28,Cosmetics,496.55,Debit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,26-35,2022-11
I547316,C660696,Male,27,Clothing,2877.15,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,26-35,2022-11
I241656,C182590,Male,64,Clothing,2970.08,Cash,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,50+,2022-11
I724279,C146664,Male,36,Clothing,2488.27,Credit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,36-50,2022-11
I950420,C272834,Male,48,Shoes,1961.8,Credit Card,2022-11-22,Istinye Park,2022,11,Tuesday,1,36-50,2022-11
I315107,C418971,Female,51,Food & Beverage,56.55,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I123327,C120287,Female,65,Clothing,1290.08,Cash,2022-11-22,Metropol AVM,2022,11,Tuesday,1,50+,2022-11
I328590,C166327,Male,50,Toys,332.29,Debit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I369832,C187900,Male,32,Clothing,1031.13,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,26-35,2022-11
I162126,C143385,Female,56,Toys,810.69,Debit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I219656,C317689,Female,57,Cosmetics,863.93,Credit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,50+,2022-11
I823177,C785390,Male,34,Clothing,1297.63,Credit Card,2022-11-22,Metropol AVM,2022,11,Tuesday,1,26-35,2022-11
I922809,C846191,Male,30,Toys,988.68,Credit Card,2022-11-22,Cevahir AVM,2022,11,Tuesday,1,26-35,2022-11
I802146,C312653,Female,44,Shoes,1603.28,Cash,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,36-50,2022-11
I127979,C257554,Male,53,Food & Beverage,92.57,Debit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I326548,C206428,Female,28,Food & Beverage,102.68,Debit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,26-35,2022-11
I105949,C206214,Female,63,Clothing,1830.0,Cash,2022-11-22,Metrocity,2022,11,Tuesday,1,50+,2022-11
I190706,C155565,Male,40,Cosmetics,412.38,Credit Card,2022-11-22,Metrocity,2022,11,Tuesday,1,36-50,2022-11
I251265,C236842,Male,37,Food & Beverage,100.63,Cash,2022-11-22,Metrocity,2022,11,Tuesday,1,36-50,2022-11
I275384,C289082,Female,27,Clothing,1985.58,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,26-35,2022-11
I275139,C190115,Female,57,Clothing,2992.31,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,50+,2022-11
I137307,C131193,Female,32,Food & Beverage,94.97,Cash,2022-11-22,Zorlu Center,2022,11,Tuesday,1,26-35,2022-11
I707908,C169121,Male,57,Toys,198.36,Credit Card,2022-11-22,Emaar Square Mall,2022,11,Tuesday,1,50+,2022-11
I104897,C826629,Female,25,Clothing,2719.97,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,18-25,2022-11
I792310,C252398,Female,50,Cosmetics,970.12,Credit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,36-50,2022-11
I248135,C619769,Male,57,Food & Beverage,146.13,Credit Card,2022-11-22,Zorlu Center,2022,11,Tuesday,1,50+,2022-11
I352770,C118180,Male,67,Food & Beverage,143.9,Cash,2022-11-22,Metropol AVM,2022,11,Tuesday,1,50+,2022-11
I262771,C650252,Female,34,Souvenir,181.43,Cash,2022-11-22,Metrocity,2022,11,Tuesday,1,26-35,2022-11
I160492,C687202,Female,63,Food & Beverage,115.82,Credit Card,2022-11-22,Metropol AVM,2022,11,Tuesday,1,50+,2022-11
I117714,C107706,Female,41,Clothing,2398.03,Cash,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I181324,C838854,Male,68,Clothing,2534.47,Debit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I115503,C116836,Female,49,Souvenir,299.89,Debit Card,2022-11-22,Metropol AVM,2022,11,Tuesday,1,36-50,2022-11
I263332,C699733,Male,21,Books,180.73,Credit Card,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,18-25,2022-11
I580692,C103031,Female,51,Clothing,1054.88,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I177936,C188651,Male,49,Clothing,2887.1,Credit Card,2022-11-22,Kanyon,2022,11,Tuesday,1,36-50,2022-11
I156397,C740504,Female,68,Clothing,1095.99,Cash,2022-11-22,Zorlu Center,2022,11,Tuesday,1,50+,2022-11
I356065,C994581,Female,69,Clothing,1230.53,Cash,2022-11-22,Mall of Istanbul,2022,11,Tuesday,1,50+,2022-11
I171346,C319204,Male,61,Clothing,1006.84,Debit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,50+,2022-11
I751460,C238778,Female,21,Toys,840.72,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,18-25,2022-11
I136933,C241502,Male,34,Cosmetics,493.11,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,26-35,2022-11
I192199,C186120,Male,37,Clothing,1306.61,Cash,2022-11-23,Zorlu Center,2022,11,Wednesday,2,36-50,2022-11
I458381,C145114,Male,61,Food & Beverage,62.49,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,50+,2022-11
I131407,C153935,Female,66,Cosmetics,164.27,Credit Card,2022-11-23,Viaport Outlet,2022,11,Wednesday,2,50+,2022-11
I313993,C209305,Female,48,Toys,947.58,Debit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,36-50,2022-11
I125160,C172378,Male,40,Clothing,2846.13,Cash,2022-11-23,Emaar Square Mall,2022,11,Wednesday,2,36-50,2022-11
I270866,C136134,Male,31,Cosmetics,301.44,Cash,2022-11-23,Kanyon,2022,11,Wednesday,2,26-35,2022-11
I178412,C108007,Male,49,Shoes,1119.85,Debit Card,2022-11-23,Metropol AVM,2022,11,Wednesday,2,36-50,2022-11
I668694,C192648,Female,25,Clothing,1819.33,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,18-25,2022-11
I190416,C206802,Male,60,Souvenir,153.62,Cash,2022-11-23,Cevahir AVM,2022,11,Wednesday,2,50+,2022-11
I110133,C256926,Female,42,Shoes,1257.72,Cash,2022-11-23,Zorlu Center,2022,11,Wednesday,2,36-50,2022-11
I280031,C284661,Male,45,Toys,613.15,Credit Card,2022-11-23,Istinye Park,2022,11,Wednesday,2,36-50,2022-11
I161141,C323058,Female,36,Clothing,1991.4,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I183844,C302981,Female,55,Shoes,2192.73,Credit Card,2022-11-23,Metropol AVM,2022,11,Wednesday,2,50+,2022-11
I484380,C293542,Female,41,Clothing,1616.19,Debit Card,2022-11-23,Emaar Square Mall,2022,11,Wednesday,2,36-50,2022-11
I814775,C203151,Female,41,Clothing,2753.4,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I258170,C160792,Male,61,Clothing,2569.5,Debit Card,2022-11-23,Kanyon,2022,11,Wednesday,2,50+,2022-11
I902955,C283431,Female,44,Clothing,1471.42,Credit Card,2022-11-23,Kanyon,2022,11,Wednesday,2,36-50,2022-11
I303597,C406200,Male,44,Books,268.72,Credit Card,2022-11-23,Istinye Park,2022,11,Wednesday,2,36-50,2022-11
I342744,C599308,Female,61,Souvenir,54.36,Cash,2022-11-23,Kanyon,2022,11,Wednesday,2,50+,2022-11
I131413,C139539,Female,28,Clothing,2663.72,Debit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,26-35,2022-11
I549066,C221844,Male,47,Souvenir,159.66,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I805507,C177311,Female,35,Clothing,2831.44,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,26-35,2022-11
I175388,C311397,Female,57,Shoes,2171.14,Debit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,50+,2022-11
I904962,C214553,Female,65,Cosmetics,757.72,Cash,2022-11-23,Kanyon,2022,11,Wednesday,2,50+,2022-11
I688831,C336383,Male,27,Shoes,1387.74,Cash,2022-11-23,Istinye Park,2022,11,Wednesday,2,26-35,2022-11
I329457,C268136,Male,45,Toys,615.82,Cash,2022-11-23,Cevahir AVM,2022,11,Wednesday,2,36-50,2022-11
I178317,C592261,Male,30,Toys,536.13,Debit Card,2022-11-23,Emaar Square Mall,2022,11,Wednesday,2,26-35,2022-11
I157554,C330490,Female,47,Shoes,1668.34,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I886560,C211045,Male,51,Clothing,2822.02,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,50+,2022-11
I225025,C560648,Male,61,Cosmetics,130.71,Cash,2022-11-23,Kanyon,2022,11,Wednesday,2,50+,2022-11
I187799,C216461,Male,62,Clothing,2033.33,Credit Card,2022-11-23,Viaport Outlet,2022,11,Wednesday,2,50+,2022-11
I641921,C278993,Female,27,Toys,945.25,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,26-35,2022-11
I631447,C322433,Male,63,Clothing,2936.27,Cash,2022-11-23,Zorlu Center,2022,11,Wednesday,2,50+,2022-11
I260708,C727499,Female,24,Clothing,1623.45,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,18-25,2022-11
I965355,C440013,Female,19,Shoes,1421.64,Cash,2022-11-23,Metropol AVM,2022,11,Wednesday,2,18-25,2022-11
I286140,C378922,Female,20,Cosmetics,559.99,Cash,2022-11-23,Kanyon,2022,11,Wednesday,2,18-25,2022-11
I349750,C888175,Female,35,Books,334.19,Debit Card,2022-11-23,Forum Istanbul,2022,11,Wednesday,2,26-35,2022-11
I293345,C328948,Male,61,Books,319.86,Cash,2022-11-23,Metrocity,2022,11,Wednesday,2,50+,2022-11
I338403,C331295,Male,44,Food & Beverage,100.38,Credit Card,2022-11-23,Metropol AVM,2022,11,Wednesday,2,36-50,2022-11
I268072,C300101,Female,53,Cosmetics,556.54,Debit Card,2022-11-23,Cevahir AVM,2022,11,Wednesday,2,50+,2022-11
I265294,C153391,Female,33,Cosmetics,588.82,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,26-35,2022-11
I169738,C223676,Male,56,Clothing,2206.06,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,50+,2022-11
I308318,C368068,Female,58,Toys,293.52,Cash,2022-11-23,Viaport Outlet,2022,11,Wednesday,2,50+,2022-11
I204739,C285156,Male,19,Souvenir,63.21,Cash,2022-11-23,Metrocity,2022,11,Wednesday,2,18-25,2022-11
I114602,C310749,Female,40,Technology,2629.37,Cash,2022-11-23,Metropol AVM,2022,11,Wednesday,2,36-50,2022-11
I128734,C325427,Female,57,Cosmetics,935.63,Debit Card,2022-11-23,Emaar Square Mall,2022,11,Wednesday,2,50+,2022-11
I245873,C272498,Female,49,Shoes,2753.49,Cash,2022-11-23,Kanyon,2022,11,Wednesday,2,36-50,2022-11
I337752,C656385,Female,21,Cosmetics,390.5,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,18-25,2022-11
I200149,C743002,Male,21,Cosmetics,171.19,Cash,2022-11-23,Zorlu Center,2022,11,Wednesday,2,18-25,2022-11
I233499,C262642,Male,67,Food & Beverage,51.76,Cash,2022-11-23,Metropol AVM,2022,11,Wednesday,2,50+,2022-11
I126951,C156875,Female,19,Clothing,2948.44,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,18-25,2022-11
I111460,C245823,Female,33,Toys,219.54,Cash,2022-11-23,Metrocity,2022,11,Wednesday,2,26-35,2022-11
I135888,C298960,Female,60,Clothing,1117.53,Credit Card,2022-11-23,Viaport Outlet,2022,11,Wednesday,2,50+,2022-11
I268075,C559750,Male,67,Cosmetics,910.42,Credit Card,2022-11-23,Kanyon,2022,11,Wednesday,2,50+,2022-11
I309869,C287516,Female,49,Books,407.92,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I102374,C533960,Female,49,Shoes,1481.87,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I124516,C121443,Female,48,Books,380.22,Cash,2022-11-23,Metrocity,2022,11,Wednesday,2,36-50,2022-11
I714982,C747740,Female,40,Cosmetics,871.94,Credit Card,2022-11-23,Istinye Park,2022,11,Wednesday,2,36-50,2022-11
I148524,C145498,Female,22,Cosmetics,326.86,Debit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,18-25,2022-11
I229300,C187539,Female,59,Clothing,2323.59,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,50+,2022-11
I334804,C363404,Female,66,Clothing,2565.53,Cash,2022-11-23,Metrocity,2022,11,Wednesday,2,50+,2022-11
I258166,C380435,Female,34,Clothing,2246.79,Credit Card,2022-11-23,Kanyon,2022,11,Wednesday,2,26-35,2022-11
I182509,C176532,Female,45,Clothing,2105.44,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,36-50,2022-11
I176123,C264718,Female,45,Food & Beverage,89.41,Debit Card,2022-11-23,Istinye Park,2022,11,Wednesday,2,36-50,2022-11
I114218,C911626,Female,20,Food & Beverage,78.98,Cash,2022-11-23,Metropol AVM,2022,11,Wednesday,2,18-25,2022-11
I252203,C109969,Female,48,Toys,990.6,Cash,2022-11-23,Metrocity,2022,11,Wednesday,2,36-50,2022-11
I273414,C305402,Female,24,Technology,3244.46,Debit Card,2022-11-23,Istinye Park,2022,11,Wednesday,2,18-25,2022-11
I755065,C136104,Female,48,Toys,592.46,Debit Card,2022-11-23,Metropol AVM,2022,11,Wednesday,2,36-50,2022-11
I233272,C315797,Female,39,Clothing,1387.35,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,36-50,2022-11
I319766,C690264,Male,31,Clothing,1925.08,Cash,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,26-35,2022-11
I240148,C114931,Male,25,Clothing,1419.37,Debit Card,2022-11-23,Cevahir AVM,2022,11,Wednesday,2,18-25,2022-11
I321770,C299192,Male,42,Books,421.98,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I328478,C292457,Male,29,Clothing,2372.78,Cash,2022-11-23,Cevahir AVM,2022,11,Wednesday,2,26-35,2022-11
I288358,C331947,Female,51,Clothing,2613.08,Credit Card,2022-11-23,Istinye Park,2022,11,Wednesday,2,50+,2022-11
I844205,C114746,Female,36,Cosmetics,944.1,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,36-50,2022-11
I275146,C151012,Female,59,Cosmetics,431.9,Debit Card,2022-11-23,Metropol AVM,2022,11,Wednesday,2,50+,2022-11
I958453,C264736,Female,61,Clothing,1583.21,Credit Card,2022-11-23,Forum Istanbul,2022,11,Wednesday,2,50+,2022-11
I288025,C151464,Female,38,Food & Beverage,87.32,Credit Card,2022-11-23,Forum Istanbul,2022,11,Wednesday,2,36-50,2022-11
I170163,C202392,Male,34,Toys,810.13,Credit Card,2022-11-23,Kanyon,2022,11,Wednesday,2,26-35,2022-11
I191152,C186083,Male,40,Food & Beverage,106.78,Credit Card,2022-11-23,Metrocity,2022,11,Wednesday,2,36-50,2022-11
I378901,C115574,Female,65,Souvenir,178.79,Debit Card,2022-11-23,Metropol AVM,2022,11,Wednesday,2,50+,2022-11
I233970,C761704,Female,54,Toys,944.15,Debit Card,2022-11-23,Forum Istanbul,2022,11,Wednesday,2,50+,2022-11
I248574,C330669,Male,67,Books,415.44,Debit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,50+,2022-11
I703624,C406224,Male,63,Clothing,2019.77,Credit Card,2022-11-23,Mall of Istanbul,2022,11,Wednesday,2,50+,2022-11
