invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall
I298922,C592876,Male,30,Clothing,1884.15,Debit Card,2022-09-27,Forum Istanbul
I230794,C160199,Male,25,Clothing,1236.69,Debit Card,2022-09-27,Metrocity
I807342,C662829,Female,46,Clothing,2610.62,Cash,2022-09-27,Mall of Istanbul
I134865,C131778,Female,30,Toys,266.22,Credit Card,2022-09-27,Metrocity
I732019,C286976,Male,48,Books,312.99,Cash,2022-09-27,Kanyon
I253500,C838991,Male,66,Clothing,1795.66,Credit Card,2022-09-27,Cevahir AVM
I282985,C219241,Male,67,Books,241.97,Credit Card,2022-09-27,Mall of Istanbul
I249599,C118969,Male,22,Food & Beverage,142.34,Cash,2022-09-27,Metrocity
I214563,C233290,Female,48,Food & Beverage,116.26,Cash,2022-09-27,Mall of Istanbul
I622212,C198015,Female,50,Food & Beverage,97.62,Credit Card,2022-09-27,Metropol AVM
I243097,C118608,Male,31,Souvenir,132.88,Credit Card,2022-09-27,Forum Istanbul
I302418,C210509,Female,36,Technology,2941.53,Cash,2022-09-27,Metropol AVM
I804410,C581307,Female,36,Food & Beverage,125.83,Debit Card,2022-09-27,Metropol AVM
I731303,C239860,Female,20,Toys,548.56,Debit Card,2022-09-27,Zorlu Center
I302522,C126921,Male,53,Shoes,1263.58,Credit Card,2022-09-27,Forum Istanbul
I334310,C200444,Male,27,Food & Beverage,142.76,Debit Card,2022-09-27,Kanyon
I150453,C192413,Female,45,Shoes,2082.09,Credit Card,2022-09-27,Kanyon
I207495,C124043,Male,69,Clothing,2215.17,Credit Card,2022-09-27,Istinye Park
I253898,C120776,Male,62,Toys,293.47,Debit Card,2022-09-27,Kanyon
I619125,C207483,Female,60,Clothing,2272.12,Cash,2022-09-27,Mall of Istanbul
I249518,C107883,Female,46,Clothing,2682.68,Credit Card,2022-09-27,Emaar Square Mall
I100988,C202289,Male,37,Clothing,1312.04,Cash,2022-09-27,Istinye Park
I306914,C974144,Male,49,Technology,2329.63,Cash,2022-09-27,Cevahir AVM
I128375,C128270,Female,22,Food & Beverage,99.83,Credit Card,2022-09-27,Metropol AVM
I234274,C177688,Female,47,Clothing,2168.68,Cash,2022-09-27,Cevahir AVM
I113529,C325928,Male,37,Clothing,2388.2,Cash,2022-09-27,Mall of Istanbul
I230634,C383553,Female,42,Technology,1801.46,Credit Card,2022-09-27,Mall of Istanbul
I231090,C258924,Female,58,Food & Beverage,94.45,Cash,2022-09-27,Metrocity
I521101,C227580,Female,49,Clothing,2910.93,Debit Card,2022-09-27,Emaar Square Mall
I282900,C799729,Female,58,Clothing,1234.84,Credit Card,2022-09-27,Mall of Istanbul
I628124,C307467,Female,54,Toys,691.23,Debit Card,2022-09-27,Kanyon
I705595,C224975,Female,26,Cosmetics,429.18,Cash,2022-09-27,Viaport Outlet
I302252,C306571,Female,22,Food & Beverage,97.04,Credit Card,2022-09-27,Metropol AVM
I946970,C318262,Female,37,Shoes,2645.37,Credit Card,2022-09-27,Kanyon
I202197,C734256,Female,44,Cosmetics,277.25,Cash,2022-09-27,Metropol AVM
I133401,C168042,Male,19,Cosmetics,418.91,Credit Card,2022-09-27,Forum Istanbul
I198472,C241808,Female,25,Souvenir,64.05,Cash,2022-09-27,Metropol AVM
I267863,C159328,Male,37,Food & Beverage,147.24,Credit Card,2022-09-27,Metropol AVM
I109546,C154116,Female,60,Souvenir,114.98,Cash,2022-09-27,Metropol AVM
I127968,C255225,Male,27,Shoes,2384.52,Cash,2022-09-27,Kanyon
I331741,C361904,Male,50,Cosmetics,930.36,Cash,2022-09-27,Kanyon
I350424,C321802,Male,65,Souvenir,215.69,Debit Card,2022-09-27,Zorlu Center
I271176,C269194,Female,58,Clothing,1362.87,Debit Card,2022-09-27,Istinye Park
I512373,C282330,Male,49,Souvenir,140.12,Credit Card,2022-09-27,Zorlu Center
I992908,C295025,Female,36,Food & Beverage,146.78,Cash,2022-09-27,Metropol AVM
I191499,C482835,Female,67,Toys,601.41,Cash,2022-09-27,Viaport Outlet
I760803,C138427,Female,56,Clothing,2722.86,Debit Card,2022-09-27,Kanyon
I249186,C672677,Female,54,Cosmetics,939.47,Debit Card,2022-09-27,Mall of Istanbul
I294657,C190187,Female,24,Cosmetics,287.63,Credit Card,2022-09-27,Istinye Park
I243504,C274702,Male,46,Toys,402.63,Credit Card,2022-09-27,Zorlu Center
I140136,C334990,Male,46,Shoes,1413.09,Debit Card,2022-09-27,Emaar Square Mall
I760684,C282421,Male,42,Technology,610.75,Credit Card,2022-09-27,Mall of Istanbul
I210159,C137372,Female,27,Clothing,1837.79,Credit Card,2022-09-27,Mall of Istanbul
I677693,C179667,Female,31,Cosmetics,688.41,Cash,2022-09-27,Metropol AVM
I164574,C469840,Female,48,Clothing,2594.32,Credit Card,2022-09-27,Kanyon
I121009,C669153,Female,44,Food & Beverage,51.74,Debit Card,2022-09-27,Istinye Park
I213366,C274886,Female,31,Books,262.68,Cash,2022-09-27,Kanyon
I458737,C303953,Female,45,Clothing,2617.64,Cash,2022-09-27,Metrocity
I203566,C217977,Female,55,Cosmetics,961.87,Credit Card,2022-09-27,Mall of Istanbul
I183747,C182301,Male,37,Clothing,1005.63,Cash,2022-09-27,Metropol AVM
I636400,C254407,Female,30,Clothing,2551.58,Credit Card,2022-09-27,Kanyon
I141202,C339550,Male,58,Food & Beverage,146.68,Credit Card,2022-09-27,Metrocity
I231595,C292968,Male,48,Cosmetics,353.59,Cash,2022-09-27,Kanyon
I146351,C272408,Female,28,Clothing,1010.05,Cash,2022-09-27,Metrocity
I340234,C500349,Male,64,Cosmetics,575.18,Cash,2022-09-27,Emaar Square Mall
I483229,C303540,Female,29,Shoes,2720.16,Credit Card,2022-09-27,Istinye Park
I173480,C853055,Male,67,Souvenir,70.33,Debit Card,2022-09-27,Metrocity
I313021,C216077,Female,64,Clothing,2991.91,Cash,2022-09-27,Kanyon
I145237,C217419,Male,48,Cosmetics,296.58,Cash,2022-09-27,Forum Istanbul
I178316,C167169,Female,66,Clothing,2253.12,Credit Card,2022-09-27,Metropol AVM
I719742,C134810,Female,22,Cosmetics,136.13,Credit Card,2022-09-27,Metrocity
I314578,C778026,Male,24,Shoes,1404.78,Debit Card,2022-09-27,Metropol AVM
I306372,C999032,Male,44,Cosmetics,956.78,Cash,2022-09-27,Emaar Square Mall
I317106,C521028,Female,69,Toys,188.86,Credit Card,2022-09-27,Metrocity
I115241,C107412,Female,55,Clothing,2081.2,Debit Card,2022-09-27,Metrocity
I333431,C339685,Male,57,Cosmetics,245.76,Cash,2022-09-27,Metrocity
I315189,C321489,Male,63,Shoes,1579.62,Credit Card,2022-09-27,Mall of Istanbul
I219996,C143612,Female,31,Clothing,1828.31,Debit Card,2022-09-27,Metrocity
I220064,C530421,Female,63,Food & Beverage,52.91,Debit Card,2022-09-27,Mall of Istanbul
I199498,C338195,Female,46,Souvenir,162.23,Cash,2022-09-27,Emaar Square Mall
I253976,C334295,Female,67,Cosmetics,927.52,Cash,2022-09-27,Viaport Outlet
I585369,C176824,Male,51,Cosmetics,250.38,Cash,2022-09-27,Zorlu Center
I344947,C296350,Female,53,Books,355.18,Cash,2022-09-27,Kanyon
I284778,C187169,Female,55,Toys,875.99,Debit Card,2022-09-27,Cevahir AVM
I263320,C104136,Male,36,Clothing,2491.74,Credit Card,2022-09-27,Kanyon
I337030,C994327,Male,65,Food & Beverage,96.7,Cash,2022-09-27,Metrocity
I124999,C114203,Female,42,Food & Beverage,68.98,Debit Card,2022-09-27,Zorlu Center
I845323,C136426,Female,67,Clothing,2293.58,Cash,2022-09-27,Metrocity
I360308,C302023,Female,22,Shoes,1072.03,Credit Card,2022-09-27,Metropol AVM
I197538,C235748,Male,45,Clothing,2125.93,Credit Card,2022-09-27,Metrocity
I202783,C331658,Male,62,Clothing,1681.62,Cash,2022-09-27,Cevahir AVM
I112430,C141623,Female,64,Cosmetics,791.23,Cash,2022-09-27,Zorlu Center
I288353,C211651,Female,33,Books,404.98,Cash,2022-09-27,Emaar Square Mall
I915019,C105319,Female,47,Souvenir,206.53,Debit Card,2022-09-27,Viaport Outlet
I275082,C446366,Male,23,Food & Beverage,115.7,Credit Card,2022-09-27,Forum Istanbul
I296832,C313793,Female,61,Clothing,2613.95,Debit Card,2022-09-27,Kanyon
I181689,C336589,Female,66,Clothing,2923.86,Credit Card,2022-09-27,Metropol AVM
I278707,C274555,Female,26,Cosmetics,987.54,Cash,2022-09-27,Metrocity
I299254,C139512,Male,56,Cosmetics,700.47,Cash,2022-09-27,Metropol AVM
I156325,C245065,Male,24,Clothing,2986.27,Credit Card,2022-09-28,Mall of Istanbul
I233676,C143245,Male,52,Toys,465.04,Cash,2022-09-28,Mall of Istanbul
I181347,C258214,Male,31,Food & Beverage,91.38,Debit Card,2022-09-28,Metrocity
I291437,C246790,Male,68,Toys,356.15,Credit Card,2022-09-28,Metrocity
I254636,C671405,Female,23,Shoes,2039.13,Cash,2022-09-28,Istinye Park
I287098,C913280,Male,47,Food & Beverage,120.76,Cash,2022-09-28,Kanyon
I207711,C293739,Female,42,Clothing,1454.52,Debit Card,2022-09-28,Metropol AVM
I304863,C141867,Female,47,Cosmetics,632.99,Cash,2022-09-28,Kanyon
I394780,C464834,Female,64,Cosmetics,642.44,Credit Card,2022-09-28,Mall of Istanbul
I124811,C752079,Female,69,Clothing,1070.07,Credit Card,2022-09-28,Kanyon
I264853,C807200,Male,64,Toys,304.68,Debit Card,2022-09-28,Istinye Park
I284201,C217836,Male,38,Cosmetics,961.06,Credit Card,2022-09-28,Mall of Istanbul
I102751,C224224,Female,67,Technology,1307.84,Credit Card,2022-09-28,Metrocity
I659434,C742000,Female,18,Clothing,1390.32,Credit Card,2022-09-28,Cevahir AVM
I919117,C200657,Male,47,Clothing,2141.43,Credit Card,2022-09-28,Zorlu Center
I118208,C700734,Male,23,Cosmetics,714.15,Credit Card,2022-09-28,Istinye Park
I877438,C596669,Female,36,Food & Beverage,121.2,Credit Card,2022-09-28,Metrocity
I325283,C286948,Male,49,Toys,882.98,Cash,2022-09-28,Kanyon
I115593,C236330,Male,52,Cosmetics,314.3,Cash,2022-09-28,Metropol AVM
I640359,C436135,Female,43,Shoes,1102.54,Cash,2022-09-28,Metrocity
I218216,C156335,Female,41,Clothing,2776.68,Cash,2022-09-28,Kanyon
I225015,C192898,Female,55,Clothing,1793.02,Credit Card,2022-09-28,Mall of Istanbul
I318259,C214748,Male,18,Cosmetics,549.09,Credit Card,2022-09-28,Metropol AVM
I145034,C848409,Female,69,Souvenir,134.42,Cash,2022-09-28,Istinye Park
I107920,C811479,Female,54,Clothing,2384.47,Cash,2022-09-28,Forum Istanbul
I282810,C251660,Male,69,Clothing,1004.55,Credit Card,2022-09-28,Istinye Park
I169449,C123523,Female,55,Clothing,2541.58,Cash,2022-09-28,Metropol AVM
I395617,C259841,Female,19,Clothing,1414.93,Debit Card,2022-09-28,Metrocity
I125604,C118077,Male,32,Clothing,1973.67,Credit Card,2022-09-28,Metropol AVM
I176601,C241334,Female,52,Food & Beverage,144.43,Credit Card,2022-09-28,Mall of Istanbul
I311161,C137181,Male,25,Clothing,2714.0,Credit Card,2022-09-28,Mall of Istanbul
I263400,C981233,Male,34,Books,196.26,Cash,2022-09-28,Mall of Istanbul
I196620,C625607,Male,67,Clothing,1008.09,Credit Card,2022-09-28,Kanyon
I138899,C103233,Female,50,Books,227.89,Credit Card,2022-09-28,Metropol AVM
I228731,C293617,Female,26,Clothing,2335.51,Debit Card,2022-09-28,Mall of Istanbul
I177246,C286092,Female,61,Souvenir,144.69,Cash,2022-09-28,Zorlu Center
I614410,C222528,Male,27,Shoes,2661.07,Cash,2022-09-28,Istinye Park
I778549,C936912,Male,48,Books,349.72,Credit Card,2022-09-28,Kanyon
I158897,C515800,Female,50,Clothing,1564.84,Debit Card,2022-09-28,Metropol AVM
I146988,C236585,Female,32,Food & Beverage,92.17,Debit Card,2022-09-28,Kanyon
I219335,C297667,Male,64,Clothing,2757.72,Cash,2022-09-28,Metrocity
I142705,C637322,Female,44,Souvenir,127.74,Credit Card,2022-09-28,Metrocity
I785400,C154198,Male,64,Food & Beverage,90.42,Credit Card,2022-09-28,Mall of Istanbul
I136801,C255813,Male,29,Food & Beverage,81.32,Cash,2022-09-28,Emaar Square Mall
I199764,C165647,Female,22,Toys,172.09,Credit Card,2022-09-28,Mall of Istanbul
I102157,C204532,Male,42,Shoes,2211.91,Debit Card,2022-09-28,Mall of Istanbul
I696518,C202929,Male,28,Food & Beverage,104.0,Credit Card,2022-09-28,Viaport Outlet
I176900,C115353,Male,59,Clothing,1567.29,Cash,2022-09-28,Cevahir AVM
I288764,C464022,Female,67,Clothing,2900.36,Cash,2022-09-28,Viaport Outlet
I275864,C999023,Female,60,Clothing,2560.28,Cash,2022-09-28,Metrocity
I986159,C249546,Male,65,Food & Beverage,147.44,Credit Card,2022-09-28,Metropol AVM
I494165,C940886,Female,35,Clothing,2236.08,Cash,2022-09-28,Metrocity
I191658,C331496,Female,37,Books,407.68,Cash,2022-09-28,Metropol AVM
I131437,C281329,Female,20,Clothing,1339.3,Credit Card,2022-09-28,Metropol AVM
I247567,C248729,Female,32,Shoes,2488.46,Cash,2022-09-28,Mall of Istanbul
I610137,C205661,Male,56,Clothing,1014.1,Cash,2022-09-28,Metrocity
I295848,C308361,Male,45,Shoes,2057.7,Credit Card,2022-09-28,Viaport Outlet
I939587,C260708,Male,40,Cosmetics,715.79,Cash,2022-09-28,Kanyon
I200691,C454509,Female,55,Clothing,2132.96,Cash,2022-09-28,Cevahir AVM
I168849,C256389,Female,62,Clothing,2827.8,Debit Card,2022-09-28,Kanyon
I295135,C179265,Female,43,Food & Beverage,68.53,Credit Card,2022-09-28,Istinye Park
I317179,C143006,Female,58,Clothing,2417.49,Debit Card,2022-09-28,Mall of Istanbul
I301020,C325509,Female,25,Toys,495.89,Credit Card,2022-09-28,Istinye Park
I302371,C293357,Female,22,Clothing,1030.75,Credit Card,2022-09-28,Cevahir AVM
I870614,C206778,Female,57,Books,381.02,Credit Card,2022-09-28,Forum Istanbul
I189131,C135204,Female,25,Clothing,2762.84,Cash,2022-09-28,Mall of Istanbul
I336338,C845345,Male,33,Technology,3662.45,Credit Card,2022-09-28,Mall of Istanbul
I149152,C138491,Female,18,Technology,3832.58,Credit Card,2022-09-28,Metropol AVM
I322430,C247418,Female,62,Cosmetics,611.37,Debit Card,2022-09-28,Zorlu Center
I725637,C324254,Female,38,Toys,677.51,Cash,2022-09-28,Zorlu Center
I192631,C149401,Female,45,Toys,252.17,Credit Card,2022-09-28,Istinye Park
I312656,C146736,Male,60,Clothing,1859.16,Debit Card,2022-09-28,Mall of Istanbul
I481651,C186505,Female,56,Souvenir,259.41,Debit Card,2022-09-28,Metropol AVM
I327948,C681236,Female,33,Books,313.63,Debit Card,2022-09-28,Kanyon
I524922,C737169,Male,19,Shoes,1012.95,Credit Card,2022-09-28,Metropol AVM
I849013,C402854,Female,53,Food & Beverage,122.0,Credit Card,2022-09-28,Mall of Istanbul
I230355,C355107,Female,49,Clothing,2634.59,Credit Card,2022-09-28,Mall of Istanbul
I356767,C305817,Female,34,Clothing,2125.79,Credit Card,2022-09-28,Metrocity
I135563,C329660,Female,61,Food & Beverage,76.45,Credit Card,2022-09-28,Zorlu Center
I316506,C324457,Female,45,Clothing,2892.05,Cash,2022-09-28,Forum Istanbul
I120503,C266002,Female,39,Clothing,2243.73,Cash,2022-09-28,Mall of Istanbul
I165390,C254843,Female,25,Clothing,2914.2,Cash,2022-09-28,Forum Istanbul
I294322,C668776,Female,51,Food & Beverage,76.53,Credit Card,2022-09-28,Metropol AVM
I273014,C840615,Male,47,Clothing,1609.77,Credit Card,2022-09-28,Zorlu Center
I169845,C486223,Female,65,Cosmetics,627.15,Credit Card,2022-09-28,Mall of Istanbul
I337500,C495014,Female,21,Food & Beverage,96.42,Cash,2022-09-28,Metrocity
I225608,C185572,Female,52,Clothing,2426.17,Debit Card,2022-09-28,Kanyon
I213782,C376219,Female,55,Clothing,2989.34,Credit Card,2022-09-28,Kanyon
I334339,C618927,Male,65,Clothing,2771.89,Cash,2022-09-28,Kanyon
I212127,C262788,Female,53,Clothing,1843.09,Debit Card,2022-09-28,Cevahir AVM
I280167,C484757,Female,37,Food & Beverage,115.54,Cash,2022-09-28,Metropol AVM
I173540,C173659,Female,54,Toys,592.55,Cash,2022-09-28,Zorlu Center
I280075,C639467,Female,22,Food & Beverage,124.95,Cash,2022-09-28,Metrocity
I185618,C199263,Male,19,Souvenir,246.26,Debit Card,2022-09-28,Zorlu Center
I166156,C229503,Female,44,Food & Beverage,140.16,Credit Card,2022-09-28,Metropol AVM
I206422,C289933,Female,48,Food & Beverage,144.46,Credit Card,2022-09-28,Kanyon
I190048,C146613,Female,50,Clothing,2357.87,Credit Card,2022-09-28,Zorlu Center
I386007,C992827,Female,55,Clothing,2955.16,Credit Card,2022-09-28,Kanyon
I258435,C321092,Male,44,Shoes,2759.98,Credit Card,2022-09-28,Kanyon
I212643,C215812,Female,23,Cosmetics,230.73,Cash,2022-09-28,Mall of Istanbul
I318318,C582476,Male,46,Cosmetics,361.66,Credit Card,2022-09-28,Metropol AVM
I432523,C293471,Male,30,Shoes,1947.01,Credit Card,2022-09-28,Forum Istanbul
I258764,C114843,Female,24,Technology,2820.6,Cash,2022-09-28,Mall of Istanbul
I165950,C125430,Female,52,Books,150.01,Debit Card,2022-09-28,Kanyon
I208041,C829391,Female,66,Cosmetics,740.69,Credit Card,2022-09-28,Metropol AVM
I109242,C140867,Male,56,Toys,424.21,Cash,2022-09-28,Metrocity
I769847,C106794,Male,34,Clothing,2119.58,Debit Card,2022-09-28,Istinye Park
I207208,C254470,Female,58,Clothing,1472.42,Credit Card,2022-09-28,Kanyon
I292439,C256050,Male,48,Books,444.31,Credit Card,2022-09-28,Metropol AVM
I318560,C604625,Male,48,Books,326.56,Debit Card,2022-09-28,Mall of Istanbul
I733464,C649498,Male,45,Shoes,1977.0,Credit Card,2022-09-28,Cevahir AVM
I162410,C104708,Female,32,Clothing,1356.93,Debit Card,2022-09-28,Forum Istanbul
I203672,C276257,Female,49,Food & Beverage,95.61,Cash,2022-09-28,Viaport Outlet
I327051,C169084,Male,30,Clothing,1133.78,Cash,2022-09-28,Metropol AVM
I271817,C432860,Male,24,Shoes,2330.82,Debit Card,2022-09-28,Mall of Istanbul
I186010,C175272,Female,24,Food & Beverage,69.52,Cash,2022-09-28,Metropol AVM
I717199,C317206,Female,62,Cosmetics,709.42,Cash,2022-09-28,Mall of Istanbul
I209913,C339508,Male,23,Books,346.87,Credit Card,2022-09-28,Emaar Square Mall
I181636,C115487,Female,48,Clothing,2419.93,Cash,2022-09-28,Metropol AVM
I121153,C145594,Female,38,Food & Beverage,101.22,Credit Card,2022-09-28,Metropol AVM
I826500,C278515,Female,32,Books,301.62,Cash,2022-09-28,Metrocity
I188386,C650162,Male,57,Clothing,2369.04,Cash,2022-09-28,Kanyon
I329020,C141323,Male,52,Clothing,1633.86,Debit Card,2022-09-28,Mall of Istanbul
I160324,C295205,Female,57,Books,197.93,Cash,2022-09-28,Istinye Park
I324384,C327846,Female,66,Cosmetics,849.54,Debit Card,2022-09-28,Mall of Istanbul
I190388,C207138,Female,39,Clothing,1498.65,Credit Card,2022-09-28,Forum Istanbul
I406826,C264581,Female,39,Clothing,1493.09,Credit Card,2022-09-28,Kanyon
I143195,C323388,Male,60,Cosmetics,640.83,Credit Card,2022-09-28,Mall of Istanbul
I178261,C220236,Female,57,Souvenir,277.5,Cash,2022-09-28,Cevahir AVM
I173126,C413156,Male,37,Toys,492.29,Credit Card,2022-09-29,Mall of Istanbul
I218242,C298545,Female,22,Clothing,2136.04,Cash,2022-09-29,Mall of Istanbul
I212832,C252276,Male,69,Food & Beverage,97.74,Cash,2022-09-29,Kanyon
I290998,C573177,Female,61,Clothing,2215.22,Debit Card,2022-09-29,Kanyon
I222832,C235295,Male,41,Books,434.8,Cash,2022-09-29,Istinye Park
I189365,C966674,Male,39,Toys,332.42,Debit Card,2022-09-29,Istinye Park
I656192,C399207,Female,68,Technology,4860.32,Debit Card,2022-09-29,Metrocity
I214709,C271719,Female,56,Toys,749.74,Credit Card,2022-09-29,Kanyon
I707375,C334851,Female,25,Food & Beverage,88.31,Cash,2022-09-29,Mall of Istanbul
I528359,C997799,Male,38,Toys,502.29,Cash,2022-09-29,Mall of Istanbul
I259749,C296337,Female,37,Cosmetics,615.75,Cash,2022-09-29,Istinye Park
I551944,C713838,Male,53,Clothing,1740.75,Debit Card,2022-09-29,Mall of Istanbul
I194454,C875833,Male,51,Technology,3195.53,Credit Card,2022-09-29,Istinye Park
I101466,C314331,Female,36,Clothing,1805.13,Cash,2022-09-29,Emaar Square Mall
I282294,C217976,Male,58,Food & Beverage,121.06,Debit Card,2022-09-29,Mall of Istanbul
I340184,C179095,Female,44,Cosmetics,574.29,Credit Card,2022-09-29,Mall of Istanbul
I324251,C345705,Male,26,Clothing,1454.03,Cash,2022-09-29,Metrocity
I152337,C180367,Female,46,Clothing,1889.29,Debit Card,2022-09-29,Metropol AVM
I168140,C238786,Male,46,Technology,2061.1,Cash,2022-09-29,Kanyon
I483033,C506301,Male,59,Souvenir,82.62,Credit Card,2022-09-29,Istinye Park
I207036,C244480,Male,31,Cosmetics,720.55,Credit Card,2022-09-29,Kanyon
I299884,C146755,Female,36,Clothing,1139.25,Debit Card,2022-09-29,Kanyon
I264751,C204720,Female,37,Clothing,1669.56,Cash,2022-09-29,Metrocity
I195520,C156767,Female,43,Toys,286.16,Cash,2022-09-29,Mall of Istanbul
I891533,C206384,Male,69,Shoes,1666.14,Credit Card,2022-09-29,Istinye Park
I224401,C125480,Female,33,Books,391.33,Cash,2022-09-29,Metrocity
I130630,C273296,Female,41,Clothing,1938.44,Cash,2022-09-29,Mall of Istanbul
I491368,C245037,Female,62,Food & Beverage,57.05,Credit Card,2022-09-29,Forum Istanbul
I324097,C252676,Male,58,Cosmetics,482.75,Credit Card,2022-09-29,Cevahir AVM
I112551,C270981,Female,49,Clothing,2025.02,Cash,2022-09-29,Metrocity
I204362,C421050,Female,49,Food & Beverage,74.64,Cash,2022-09-29,Kanyon
I115306,C112998,Female,63,Clothing,1885.6,Credit Card,2022-09-29,Forum Istanbul
I299851,C588272,Male,65,Clothing,1997.98,Cash,2022-09-29,Cevahir AVM
I204249,C241825,Male,47,Food & Beverage,126.55,Credit Card,2022-09-29,Istinye Park
I275781,C316169,Female,23,Cosmetics,318.74,Cash,2022-09-29,Metropol AVM
I144264,C116694,Male,20,Clothing,1774.11,Cash,2022-09-29,Forum Istanbul
I248243,C304379,Female,43,Toys,445.18,Cash,2022-09-29,Mall of Istanbul
I270433,C112727,Female,61,Shoes,1161.57,Debit Card,2022-09-29,Forum Istanbul
I331512,C309374,Female,50,Clothing,2850.21,Credit Card,2022-09-29,Kanyon
I111177,C254777,Male,62,Toys,871.8,Cash,2022-09-29,Metropol AVM
I287468,C451852,Male,20,Technology,3340.08,Cash,2022-09-29,Mall of Istanbul
I295125,C104990,Male,58,Technology,1707.73,Debit Card,2022-09-29,Zorlu Center
I208614,C123322,Female,60,Food & Beverage,66.19,Credit Card,2022-09-29,Kanyon
I170633,C423630,Female,63,Food & Beverage,54.46,Cash,2022-09-29,Mall of Istanbul
I312271,C280730,Male,18,Toys,777.89,Cash,2022-09-29,Kanyon
